Time,Text
2022-11-18 22:48:14+00:00,b'RT @BenueMentor: Na Exactly Wetin They Supposed Do AMODA OGUNLERE Aka TINUBU For Jos Immediately That Power Failure Be This \xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\xad\xf0\x9f\x98\xad\n\nArewa HE\xe2\x80\xa6'
2022-11-18 22:48:14+00:00,"b'RT @mcmiti_: Keep saying it, keep retweeting it, keep sharing it, till they can\xe2\x80\x99t forget LP, Peter Obi, Papa, mama and Pikin. \n\n#WhatsApp #\xe2\x80\xa6'"
2022-11-18 22:48:13+00:00,b'RT @ObiFlagboy: BREAKING: Peter Obi is the Winner.~INEC'
2022-11-18 22:48:11+00:00,b'RT @Princeujay: For those twisting His Excellency Peter Obi\xe2\x80\x99s negotiation comment to Wike in Port Harcourt.\nIf e pain you hug transformer!\xe2\x80\xa6'
2022-11-18 22:48:10+00:00,"b""RT @AishaYesufu: When Peter Obi @PeterObi speaks I don't hold my breath. I know he is capable. Beyond his capacity is the fact that he is w\xe2\x80\xa6"""
2022-11-18 22:48:10+00:00,"b'RT @IgweOdyssey: After Jos stoned Jagaban and PDAPC, they danced to Peter Obi melodies.\n\n#INECIsCorrupt Shettima Mueez Akande Imo State Nor\xe2\x80\xa6'"
2022-11-18 22:48:10+00:00,b'RT @VictorIsrael_: Gov Seyi Makinde gave Peter Obi a 10000 capacity stadium to host the Obidatti rally in Ibadan Oyo state. Tinubu boys are\xe2\x80\xa6'
2022-11-18 22:48:07+00:00,b'RT @cousinray_: Peter Obi did not borrow a kobo to build roads. He just did not steal money nor spend it recklessly. /60 https://t.co/jL9XQ\xe2\x80\xa6'
2022-11-18 22:48:06+00:00,"b'RT @therealsojidan: This woman, whoever she is, I owe her a big hug.\n.\n.\n.\nOmoyele Sowore Baba blue Adamu Hullabaloo Davido Nairaland God A\xe2\x80\xa6'"
2022-11-18 22:48:04+00:00,b'RT @VictorIsrael_: Gov Seyi Makinde gave Peter Obi a 10000 capacity stadium to host the Obidatti rally in Ibadan Oyo state. Tinubu boys are\xe2\x80\xa6'
2022-11-18 22:48:04+00:00,b'RT @Topboychriss: Peter Obi has Rivers State on lockdown \xf0\x9f\x94\x92 https://t.co/VKwfpgjdyB'
