Time,Text
2022-11-18 22:24:07+00:00,b'RT @fisayosoyombo: FLASHBACK: The Dollar Link Between Jailed US Congressman Jefferson and Atiku Abubakar https://t.co/oF3xD0tqwW'
2022-11-18 22:23:38+00:00,"b'RT @emmaikumeh: Let me repeat it again, former president Goodluck Jonathan, hasn\xe2\x80\x99t changed his stance from 2019 when he supported the incom\xe2\x80\xa6'"
2022-11-18 22:23:32+00:00,b'RT @Abiola_Trends: I Married My Destiny Helper \xe2\x80\x93 Man Celebrates Wife Who Often Settles Part Of Their Bills\n\nA South African man identified\xe2\x80\xa6'
2022-11-18 22:22:32+00:00,b'RT @Waspapping_: The reports that there are 2.7 million unqualified registered voters in Kano is fake and an attempt to stop the inevitable\xe2\x80\xa6'
2022-11-18 22:22:12+00:00,"b'@atiku is good in assembling the best team, during their tenure, H. E Atiku Abubakar assembled the best Economy tea\xe2\x80\xa6 https://t.co/pnxGyVrFi2'"
2022-11-18 22:21:47+00:00,b'RT @AK_Babawo: Dinner with former President GEJ and Incoming President HE Atiku Abubakar. https://t.co/okzU2zGsNR'
2022-11-18 22:21:26+00:00,b'RT @Rasheethe: The PDP Presidential Candidate H.E Atiku Abubakar alongside his running mate H.E Gov Ifeanyi Okowa had a closed-door meeting\xe2\x80\xa6'
2022-11-18 22:19:33+00:00,"b'RT @EverestOnyek: Atiku Abubakar would have been preferable, but how can I choose a turkey when I have an eagle!.\n\nPeter Gregory Obi (GCFR)\xe2\x80\xa6'"
2022-11-18 22:17:28+00:00,"b""RT @AhmedAdamu: Earlier Today with the most Intelligent Presidential Candidate and Incoming President by God's Grace,  H.E. @atiku Abubakar\xe2\x80\xa6"""
2022-11-18 22:17:12+00:00,"b'RT @Tony_Ogbuagu: If there is anything you will miss, don\xe2\x80\x99t miss this townhall series with Alhaji Atiku Abubakar and Gov. Ifeanyi Okowa on\xe2\x80\xa6'"
2022-11-18 22:17:00+00:00,b'RT @Bulama8976: Our incoming President Insha Allah H.E Atiku Abubakar and his running mate H.E Ifeanyi Okowa meets former President H.E Dr.\xe2\x80\xa6'
2022-11-18 22:15:23+00:00,b'RT @Govshina: Merry Christmas \xf0\x9f\x8e\x84 Nigeria \xf0\x9f\x87\xb3\xf0\x9f\x87\xac from the Incoming President Atiku Abubakar.'
2022-11-18 22:14:12+00:00,b'RT @Waspapping_: I have no doubt in my mind that Rice will sell for not more than N20k when Atiku Abubakar becomes the president of this co\xe2\x80\xa6'
2022-11-18 22:13:48+00:00,"b'RT @channelstv: This Sunday, the presidential candidate of the PDP, Atiku Abubakar, and his running mate, Ifeanyi Okowa, will grace Channel\xe2\x80\xa6'"
2022-11-18 22:12:24+00:00,b'RT @Angela201045315: Atiku Abubakar is truly a Unifier!\nThis is a fact!'
2022-11-18 22:11:23+00:00,b'RT @Waspapping_: I have no doubt in my mind that Rice will sell for not more than N20k when Atiku Abubakar becomes the president of this co\xe2\x80\xa6'
2022-11-18 22:11:07+00:00,b'RT @MuchTalksBlog1: Wike advises @peterobi to continue to be a humble man he is.\n\xe2\x80\xa2\n\xe2\x80\xa2\nPort Harcourt.\n #doggy \xe2\x80\xa2 Pastor \xe2\x80\xa2 Davido \xe2\x80\xa2 Peter Obi \xe2\x80\xa2\xe2\x80\xa6'
2022-11-18 22:09:53+00:00,b'RT @Angela201045315: Atiku Abubakar is truly a Unifier!\nThis is a fact!'
2022-11-18 22:09:26+00:00,"b'RT @IAOkowa: Last night, alongside our Presidential Candidate, Alhaji @Atiku Abubakar, we had a great meeting with our former President, H.\xe2\x80\xa6'"
2022-11-18 22:09:00+00:00,b'RT @Abiola_Trends: I Married My Destiny Helper \xe2\x80\x93 Man Celebrates Wife Who Often Settles Part Of Their Bills\n\nA South African man identified\xe2\x80\xa6'
2022-11-18 22:08:38+00:00,b'RT @omoelerinjare: THANK YOU RIVERS STATE!\n\nTHANK YOU PORT HARCOURT! \n\nMessi Jola Umahi Fraud Okoye Even Ghana Port Harcourt Ajegunle Rufai\xe2\x80\xa6'
2022-11-18 22:08:09+00:00,b'RT @Govshina: Merry Christmas \xf0\x9f\x8e\x84 Nigeria \xf0\x9f\x87\xb3\xf0\x9f\x87\xac from the Incoming President Atiku Abubakar.'
2022-11-18 22:08:00+00:00,"b'RT @channelstv: This Sunday, the presidential candidate of the PDP, Atiku Abubakar, and his running mate, Ifeanyi Okowa, will grace Channel\xe2\x80\xa6'"
2022-11-18 22:05:54+00:00,"b""Comrade Adams Oshiomhole, former governor of Edo state picks many holes in the presidential candidacy of PDP's Atik\xe2\x80\xa6 https://t.co/P5bJutUMn9"""
2022-11-18 22:04:38+00:00,"b""RT @AhmedAdamu: Earlier Today with the most Intelligent Presidential Candidate and Incoming President by God's Grace,  H.E. @atiku Abubakar\xe2\x80\xa6"""
2022-11-18 22:03:51+00:00,"b""@TheNationNews There's one Candidate, that's @atiku Abubakar. Vote  for the most  prepared,  Vote for Competent President... 2023."""
2022-11-18 22:03:36+00:00,b'RT @Angela201045315: Atiku Abubakar is truly a Unifier!\nThis is a fact!'
2022-11-18 22:03:16+00:00,b'RT @Rasheethe: The PDP Presidential Candidate H.E Atiku Abubakar alongside his running mate H.E Gov Ifeanyi Okowa had a closed-door meeting\xe2\x80\xa6'
2022-11-18 22:03:00+00:00,b'RT @fisayosoyombo: FLASHBACK: The Dollar Link Between Jailed US Congressman Jefferson and Atiku Abubakar https://t.co/oF3xD0tqwW'
2022-11-18 22:02:52+00:00,b'High cost of governance has been one of our giant problems. Glad that Atiku Abubakar understands that it is a key i\xe2\x80\xa6 https://t.co/kmeIIsNl9B'
2022-11-18 22:02:47+00:00,"b""RT @AhmedAdamu: Earlier Today with the most Intelligent Presidential Candidate and Incoming President by God's Grace,  H.E. @atiku Abubakar\xe2\x80\xa6"""
2022-11-18 22:02:32+00:00,b'RT @Waspapping_: I have no doubt in my mind that Rice will sell for not more than N20k when Atiku Abubakar becomes the president of this co\xe2\x80\xa6'
2022-11-18 22:00:12+00:00,"b""RT @AhmedAdamu: Earlier Today with the most Intelligent Presidential Candidate and Incoming President by God's Grace,  H.E. @atiku Abubakar\xe2\x80\xa6"""
2022-11-18 22:00:09+00:00,"b'RT @haidaer__: This is the man some of y\xe2\x80\x99all want to be your president?lol make the right choice before it\xe2\x80\x99s too late,Atiku Abubakar is the\xe2\x80\xa6'"
2022-11-18 21:59:13+00:00,b'RT @Ubangaree28: The PDP Presidential Candidate H.E Atiku Abubakar alongside his running mate H.E Gov Ifeanyi Okowa had a closed-door meeti\xe2\x80\xa6'
2022-11-18 21:58:00+00:00,b'RT @Mr_Emmcap__: I am going to make sure that public education is well funded but will be primarily for the children of the poor. The child\xe2\x80\xa6'
2022-11-18 21:57:45+00:00,"b'RT @lagosforlagos: @aatiku bags New Telegraph Lifetime Achievement award\n\nLagos PDP Governorship Candidate, Dr. Abdul-Azeez Olajide Adedira\xe2\x80\xa6'"
2022-11-18 21:57:23+00:00,"b'RT @StephanieSundaz: One purpose.\nOpen mindedness.. independent thinkers..\nCross cultural Team builders.\nEthical and Civic mindedness,\nPDP\xe2\x80\xa6'"
2022-11-18 21:57:12+00:00,"b'RT @m_dankawu: \xf0\x9f\x94\xb4President Atiku Abubakar left Lagos to Abuja after the 2days working day visit, to interact with the Lagos Business School\xe2\x80\xa6'"
2022-11-18 21:56:57+00:00,b'RT @bukata_matthew: His Excellency Atiku Abubakar with his running mate H.E Governor Ifeanyi A. Okowa. yesterday evening held a private mee\xe2\x80\xa6'
2022-11-18 21:55:40+00:00,"b'RT @IAOkowa: Last night, alongside our Presidential Candidate, Alhaji @Atiku Abubakar, we had a great meeting with our former President, H.\xe2\x80\xa6'"
2022-11-18 21:55:23+00:00,"b""RT @AhmedAdamu: Earlier Today with the most Intelligent Presidential Candidate and Incoming President by God's Grace,  H.E. @atiku Abubakar\xe2\x80\xa6"""
2022-11-18 21:54:21+00:00,"b'RT @StephanieSundaz: One purpose.\nOpen mindedness.. independent thinkers..\nCross cultural Team builders.\nEthical and Civic mindedness,\nPDP\xe2\x80\xa6'"
2022-11-18 21:54:16+00:00,"b""RT @AhmedAdamu: Earlier Today with the most Intelligent Presidential Candidate and Incoming President by God's Grace,  H.E. @atiku Abubakar\xe2\x80\xa6"""
